id,start,end,label,category,region,certainty,uncertainty,source,link
gvp-18098,750 BC,,Towada eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=283271
gvp-18099,915-08-17,,Towada eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=283271
gvp-18162,340,,Izu-Oshima eruption (VEI 4),nature,ASIA_EAST,approx,200,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284010
gvp-18167,680,681-03-26,Izu-Oshima eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284010
gvp-18173,854-09-14,856,Izu-Oshima eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284010
gvp-18174,886-06-29,,Izu-Oshima eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284010
gvp-18177,1183,,Izu-Oshima eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284010
gvp-18183,1421-05-14,,Izu-Oshima eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284010
gvp-18249,886-06-29,,Niijima eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284020
gvp-18256,850,,Miyakejima eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284040
gvp-18265,1763-08-17,1769,Miyakejima eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284040
gvp-18290,2450 BC,,Hachijojima eruption (VEI 4),nature,ASIA_EAST,approx,500,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284050
gvp-18291,2050 BC,,Hachijojima eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284050
gvp-18305,600 BC,,Aogashima eruption (VEI 4),nature,ASIA_EAST,approx,200,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284060
gvp-18502,1917-04-09,,Agrigan eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284160
gvp-18515,1981-05-15,1985-05-01,Pagan eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284170
gvp-18526,870,,Alamagan eruption (VEI 4),nature,ASIA_SOUTH,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284180
gvp-18555,1741-08-18,1742-05,Oshima-Oshima eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285010
gvp-18562,1640-07-31,1640-10-09,Hokkaido-Komagatake eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285020
gvp-18563,1694-07-04,1694-07-06,Hokkaido-Komagatake eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285020
gvp-18567,1856-09-25,,Hokkaido-Komagatake eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285020
gvp-18575,1929-06-17,1929-09-06,Hokkaido-Komagatake eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285020
gvp-18594,1663-08-16,1663-09-05,Toya eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285030
gvp-18596,1769-01-23,,Toya eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285030
gvp-18597,1822-03-12,1822-09-16,Toya eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285030
gvp-18598,1853-04-22,1853-09-16,Toya eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285030
gvp-18605,550 BC,,Shikotsu eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285040
gvp-18610,1667-09-23,1667-09-26,Shikotsu eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285040
gvp-18612,1739-08-19,1739-08-31,Shikotsu eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285040
gvp-18677,50 BC,,Akan eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285070
gvp-18711,2050 BC,,Mashu eruption (VEI 4),nature,ASIA_EAST,approx,40,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285081
gvp-18712,150,,Mashu eruption (VEI 4),nature,ASIA_EAST,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285081
gvp-18714,1080,,Mashu eruption (VEI 5),nature,ASIA_EAST,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285081
gvp-18717,550,,Rausudake eruption (VEI 4),nature,ASIA_EAST,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=285082
gvp-18740,1973-07-14,1973-07-28,Chachadake [Tiatia] eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290030
gvp-18778,1712-12-31,,Chirpoi eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290150
gvp-18812,1946-11-09,1946-11-19,Sarychev Peak eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290240
gvp-18819,2009-06-11,2009-07-16,Sarychev Peak eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290240
gvp-18822,1778,,Raikoke eruption (VEI 4),nature,ASIA_EAST,year,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290250
gvp-18823,1924-02-14,1924-02-15,Raikoke eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290250
gvp-18837,1872-07-02,1878-07-02,Sinarka eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290290
gvp-18845,1690,,Chikurachki eruption (VEI 4),nature,ASIA_EAST,approx,10,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290360
gvp-18854,1986-11-18,1986-12-07,Chikurachki eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290360
gvp-18880,1790,1793,Alaid eruption (VEI 4),nature,ASIA_EAST,year,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290390
gvp-18887,1981-04-27,1981-06-05,Alaid eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290390
gvp-18911,2850 BC,,Iliinsky eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300030
gvp-18917,3050 BC,,Zheltovsky eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300040
gvp-18921,1050 BC,,Khodutka eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300053
gvp-18922,930 BC,,Khodutka eruption (VEI 5),nature,ASIA_EAST,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300053
gvp-18934,3000 BC,,Ksudach eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300050
gvp-18936,240,,Ksudach eruption (VEI 6),nature,ASIA_EAST,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300050
gvp-18939,1000,,Ksudach eruption (VEI 4),nature,ASIA_EAST,approx,50,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300050
gvp-18940,1750,,Ksudach eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300050
gvp-18941,1907-03-28,,Ksudach eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300050
gvp-19027,2650 BC,,Tolmachev Dol eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300082
gvp-19033,610,,Opala eruption (VEI 5),nature,ASIA_EAST,approx,50,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300080
gvp-19063,3200 BC,,Avachinsky eruption (VEI 5),nature,ASIA_EAST,approx,150,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300100
gvp-19067,2530 BC,,Avachinsky eruption (VEI 4),nature,ASIA_EAST,approx,300,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300100
gvp-19072,1500 BC,,Avachinsky eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300100
gvp-19073,1350 BC,,Avachinsky eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300100
gvp-19086,1827-06-27,1827-06-29,Avachinsky eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300100
gvp-19099,1926-03-27,1927-03-14,Avachinsky eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300100
gvp-19102,1945-02-25,,Avachinsky eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300100
gvp-19120,850 BC,,Zavaritsky eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300124
gvp-19141,3200 BC,,Karymsky eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300130
gvp-19144,2250 BC,,Karymsky eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300130
gvp-19203,1931-03-25,1931-03-27,Klyuchevskoy eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300260
gvp-19208,2780 BC,,Kikhpinych eruption (VEI 4),nature,ASIA_EAST,approx,25,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300180
gvp-19213,1350,,Kikhpinych eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300180
gvp-19240,150 BC,,Krasheninnikov eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300190
gvp-19279,50,,Tolbachik eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300240
gvp-19283,400,,Tolbachik eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300240
gvp-19286,900,,Tolbachik eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300240
gvp-19287,950,,Tolbachik eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300240
gvp-19288,1000,,Tolbachik eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300240
gvp-19323,1975-06-28,1976-12-10,Tolbachik eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300240
gvp-19329,450 BC,,Bezymianny eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300250
gvp-19333,700,,Bezymianny eruption (VEI 4),nature,ASIA_EAST,approx,50,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300250
gvp-19335,950,,Bezymianny eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300250
gvp-19336,1955-10-22,1957-03-01,Bezymianny eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300250
gvp-19416,1829-09-09,,Klyuchevskoy eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300260
gvp-19468,1986-11-27,1990-09-16,Klyuchevskoy eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300260
gvp-19534,3500 BC,,Sheveluch eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19535,780 BC,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,300,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19537,500 BC,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19539,300 BC,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19545,100,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19549,250,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19551,500,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19553,580,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19554,600,,Sheveluch eruption (VEI 5),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19556,650,,Sheveluch eruption (VEI 5),nature,ASIA_EAST,approx,40,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19559,970,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,contested,80,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19561,1034,,Sheveluch eruption (VEI 5),nature,ASIA_EAST,approx,23,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19563,1430,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19565,1652,,Sheveluch eruption (VEI 5),nature,ASIA_EAST,approx,11,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19572,1854-02-18,,Sheveluch eruption (VEI 5),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19579,1964-11-12,,Sheveluch eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19594,1999-08-15,2026-03-25,Sheveluch eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300270
gvp-19614,850,,Kinenin eruption (VEI 4),nature,ASIA_EAST,approx,50,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=300551
gvp-19641,2155 BC,,Changbaishan eruption (VEI 4),nature,ASIA_EAST,approx,90,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=305060
gvp-19643,180 BC,,Changbaishan eruption (VEI 4),nature,ASIA_EAST,approx,80,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=305060
gvp-19644,946-11-15,,Changbaishan eruption (VEI 6),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=305060
gvp-19745,2008-08-07,2008-08-09,Kasatochi eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=311130
gvp-19834,100 BC,,Okmok eruption (VEI 6),nature,AMERICAS,approx,50,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=311290
gvp-19852,2008-07-12,2008-08-19,Okmok eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=311290
gvp-19937,920,,Katla eruption (VEI 4),nature,EUROPE,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19938,934,940,Katla eruption (VEI 4),nature,EUROPE,approx,2,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19944,1210,,Katla eruption (VEI 4),nature,EUROPE,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19945,1245,,Katla eruption (VEI 4),nature,EUROPE,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19946,1262,,Katla eruption (VEI 5),nature,EUROPE,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19948,1357,,Katla eruption (VEI 4),nature,EUROPE,approx,3,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19949,1416,,Katla eruption (VEI 4),nature,EUROPE,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19950,1440,,Katla eruption (VEI 4),nature,EUROPE,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=372030
gvp-19975,207 BC,,Hudson Mountains eruption (VEI 4),nature,AMERICAS,approx,240,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=390028
gvp-19995,340,,Akutan eruption (VEI 5),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=311320
gvp-20039,1795,,Westdahl eruption (VEI 4),nature,AMERICAS,year,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=311340
gvp-20048,3170 BC,,Fisher eruption (VEI 5),nature,AMERICAS,approx,75,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=311350
gvp-20111,1762,1786,Pavlof eruption (VEI 4),nature,AMERICAS,year,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312030
gvp-20154,1890 BC,,Dana eruption (VEI 5),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312050
gvp-20156,1750 BC,,Veniaminof eruption (VEI 6),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312070
gvp-20179,1900 BC,,Black Peak eruption (VEI 6),nature,AMERICAS,approx,150,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312080
gvp-20182,1645 BC,,Aniakchak eruption (VEI 6),nature,AMERICAS,approx,10,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312090
gvp-20191,1540,,Aniakchak eruption (VEI 4),nature,AMERICAS,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312090
gvp-20192,1931-05-01,1931-06-13,Aniakchak eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312090
gvp-20195,800 BC,,Yantarni eruption (VEI 5),nature,AMERICAS,approx,500,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312100
gvp-20243,1912-06-06,1912-10-16,Novarupta eruption (VEI 6),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=312180
gvp-20262,1986-03-27,1986-08-31,Augustine eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313010
gvp-20263,1540,,Augustine eruption (VEI 4),nature,AMERICAS,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313010
gvp-20266,1883-10-06,1884-07-02,Augustine eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313010
gvp-20272,1976-01-22,1977-05-14,Augustine eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313010
gvp-20275,2050 BC,,Iliamna eruption (VEI 4),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313020
gvp-20397,1953-07-09,1953-07-16,Spurr eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313040
gvp-20399,1992-06-27,1992-09-17,Spurr eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313040
gvp-20401,1550 BC,,Hayes eruption (VEI 5),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=313050
gvp-20407,190,,Wrangell eruption (VEI 4),nature,AMERICAS,approx,200,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=315020
gvp-20421,63,,Churchill eruption (VEI 6),nature,AMERICAS,approx,200,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=315030
